Name,Date,Wickets,Runs Conceded,Bowling E/R,Career Wickets Avg,Career Runs Conceded Avg,Career Bowling E/R Avg,Rolling Wickets Avg,Rolling Runs Conceded Avg,Rolling Bowling E/R Avg,Bowling Match Points
MOHAMMAD SHAMI,2013-04-08,0,26,8.67,0.0,0.0,0.0,0.0,0.0,0.0,0
MOHAMMAD SHAMI,2013-04-28,0,20,10.0,0.0,26.0,8.67,0.0,26.0,8.67,0
MOHAMMAD SHAMI,2013-05-19,1,32,8.0,0.0,23.0,9.34,0.0,23.0,9.34,25
MOHAMMAD SHAMI,2014-04-17,1,30,7.5,0.33,26.0,8.89,0.33,26.0,8.89,25
MOHAMMAD SHAMI,2014-04-19,1,33,8.25,0.5,27.0,8.54,0.5,27.0,8.54,25
MOHAMMAD SHAMI,2014-04-21,1,45,11.25,0.6,28.2,8.48,0.75,28.75,8.44,25
MOHAMMAD SHAMI,2014-04-25,0,36,9.0,0.67,31.0,8.94,1.0,35.0,8.75,0
MOHAMMAD SHAMI,2014-04-27,0,36,9.0,0.57,31.71,8.95,0.75,36.0,9.0,0
MOHAMMAD SHAMI,2014-05-03,1,22,5.5,0.5,32.25,8.96,0.5,37.5,9.38,29
MOHAMMAD SHAMI,2014-05-05,0,42,10.5,0.56,31.11,8.57,0.5,34.75,8.69,0
MOHAMMAD SHAMI,2014-05-07,0,23,5.75,0.5,32.2,8.77,0.25,34.0,8.5,4
MOHAMMAD SHAMI,2014-05-10,0,6,6.0,0.45,31.36,8.49,0.25,30.75,7.69,2
MOHAMMAD SHAMI,2014-05-13,1,31,7.75,0.42,29.25,8.28,0.25,23.25,6.94,25
MOHAMMAD SHAMI,2014-05-19,1,39,9.75,0.46,29.38,8.24,0.25,25.5,7.5,25
MOHAMMAD SHAMI,2014-05-25,1,26,8.67,0.5,30.07,8.35,0.5,24.75,7.31,25
MOHAMMAD SHAMI,2016-04-17,2,34,8.5,0.53,29.8,8.37,0.75,25.5,8.04,50
MOHAMMAD SHAMI,2016-04-23,0,24,8.0,0.62,30.06,8.38,1.25,32.5,8.67,0
MOHAMMAD SHAMI,2016-04-30,0,33,8.25,0.59,29.71,8.36,1.0,30.75,8.73,0
MOHAMMAD SHAMI,2016-05-03,1,31,7.75,0.56,29.89,8.35,0.75,29.25,8.36,25
MOHAMMAD SHAMI,2016-05-05,0,50,16.13,0.58,29.95,8.32,0.75,30.5,8.12,0
MOHAMMAD SHAMI,2016-05-07,1,34,11.33,0.55,30.95,8.71,0.25,34.5,10.03,25
MOHAMMAD SHAMI,2016-05-12,1,26,8.67,0.57,31.1,8.84,0.5,37.0,10.86,25
MOHAMMAD SHAMI,2016-05-17,0,12,12.0,0.59,30.86,8.83,0.75,35.25,10.97,0
MOHAMMAD SHAMI,2017-04-17,0,28,9.33,0.57,30.04,8.97,0.5,30.5,12.03,0
MOHAMMAD SHAMI,2017-04-30,0,19,9.5,0.54,29.96,8.98,0.5,25.0,10.33,0
MOHAMMAD SHAMI,2017-05-02,2,36,9.0,0.52,29.52,9.0,0.25,21.25,9.88,50
MOHAMMAD SHAMI,2017-05-04,0,40,13.33,0.58,29.77,9.0,0.5,23.75,9.96,0
MOHAMMAD SHAMI,2017-05-06,0,16,8.0,0.56,30.15,9.16,0.5,30.75,10.29,0
MOHAMMAD SHAMI,2017-05-10,1,36,9.0,0.54,29.64,9.12,0.5,27.75,9.96,25
MOHAMMAD SHAMI,2017-05-12,2,37,9.25,0.55,29.86,9.12,0.75,32.0,9.83,50
MOHAMMAD SHAMI,2017-05-14,0,31,7.75,0.6,30.1,9.12,0.75,32.25,9.9,0
MOHAMMAD SHAMI,2018-04-08,0,26,13.0,0.58,30.13,9.08,0.75,30.0,8.5,0
MOHAMMAD SHAMI,2018-04-11,1,29,8.29,0.56,30.0,9.2,0.75,32.5,9.75,25
MOHAMMAD SHAMI,2018-04-14,1,36,9.0,0.58,29.97,9.17,0.75,30.75,9.57,25
MOHAMMAD SHAMI,2018-04-16,1,53,13.25,0.59,30.15,9.17,0.5,30.5,9.51,25
MOHAMMAD SHAMI,2019-03-25,0,33,8.25,0.6,30.8,9.28,0.75,36.0,10.88,0
MOHAMMAD SHAMI,2019-03-27,1,44,11.0,0.58,30.86,9.25,0.75,37.75,9.7,25
MOHAMMAD SHAMI,2019-03-30,2,42,10.5,0.59,31.22,9.3,0.75,41.5,10.38,50
MOHAMMAD SHAMI,2019-04-01,2,27,6.75,0.63,31.5,9.33,1.0,43.0,10.75,52
MOHAMMAD SHAMI,2019-04-06,0,41,10.25,0.67,31.38,9.27,1.25,36.5,9.12,0
MOHAMMAD SHAMI,2019-04-08,1,30,7.5,0.65,31.62,9.29,1.25,38.5,9.62,25
MOHAMMAD SHAMI,2019-04-10,3,21,5.25,0.66,31.59,9.25,1.25,35.0,8.75,79
MOHAMMAD SHAMI,2019-04-13,1,43,10.75,0.71,31.33,9.15,1.5,29.75,7.44,25
MOHAMMAD SHAMI,2019-04-16,2,46,11.5,0.72,31.6,9.19,1.25,33.75,8.44,50
MOHAMMAD SHAMI,2019-04-20,1,21,5.25,0.75,31.93,9.24,1.75,35.0,8.75,29
MOHAMMAD SHAMI,2019-04-24,1,53,13.25,0.76,31.69,9.15,1.75,32.75,8.19,25
MOHAMMAD SHAMI,2019-04-29,2,36,9.0,0.76,32.15,9.24,1.25,40.75,10.19,50
MOHAMMAD SHAMI,2019-05-03,1,15,5.0,0.79,32.23,9.24,1.5,39.0,9.75,29
MOHAMMAD SHAMI,2019-05-05,2,17,5.67,0.79,31.88,9.15,1.25,31.25,8.12,54
MOHAMMAD SHAMI,2020-09-20,3,15,3.75,0.82,31.57,9.08,1.5,30.25,8.23,81
MOHAMMAD SHAMI,2020-09-24,1,14,4.67,0.86,31.24,8.97,2.0,20.75,5.86,31
MOHAMMAD SHAMI,2020-09-27,3,53,13.25,0.86,30.9,8.89,1.75,15.25,4.77,75
MOHAMMAD SHAMI,2020-10-01,1,36,9.0,0.9,31.33,8.97,2.25,24.75,6.84,25
MOHAMMAD SHAMI,2020-10-04,0,35,10.29,0.91,31.42,8.97,2.0,29.5,7.67,0
MOHAMMAD SHAMI,2020-10-08,1,40,10.0,0.89,31.48,9.0,1.25,34.5,9.3,25
MOHAMMAD SHAMI,2020-10-10,1,30,7.5,0.89,31.64,9.01,1.25,41.0,10.64,25
MOHAMMAD SHAMI,2020-10-15,2,45,11.25,0.89,31.61,8.99,0.75,35.25,9.2,50
MOHAMMAD SHAMI,2020-10-18,2,30,7.5,0.91,31.84,9.03,1.0,37.5,9.76,50
MOHAMMAD SHAMI,2020-10-20,2,28,7.0,0.93,31.81,9.0,1.5,36.25,9.06,50
MOHAMMAD SHAMI,2020-10-24,1,34,8.5,0.95,31.75,8.97,1.75,33.25,8.31,25
MOHAMMAD SHAMI,2020-10-26,3,35,8.75,0.95,31.78,8.96,1.75,34.25,8.56,75
MOHAMMAD SHAMI,2020-10-30,0,36,12.0,0.98,31.84,8.96,2.0,31.75,7.94,0
MOHAMMAD SHAMI,2020-11-01,0,29,7.25,0.97,31.9,9.0,1.5,33.25,9.06,0
MOHAMMAD SHAMI,2021-04-12,2,33,8.25,0.95,31.86,8.98,1.0,33.5,9.12,50
MOHAMMAD SHAMI,2021-04-16,2,21,5.25,0.97,31.88,8.97,1.25,33.25,9.06,54
MOHAMMAD SHAMI,2021-04-18,0,53,13.25,0.98,31.71,8.91,1.0,29.75,8.19,0
MOHAMMAD SHAMI,2021-04-21,0,16,8.0,0.97,32.03,8.97,1.0,34.0,8.5,0
MOHAMMAD SHAMI,2021-04-23,2,21,5.25,0.96,31.79,8.96,1.0,30.75,8.69,54
MOHAMMAD SHAMI,2021-04-26,1,25,6.25,0.97,31.63,8.91,1.0,27.75,7.94,27
MOHAMMAD SHAMI,2021-04-30,1,28,8.24,0.97,31.54,8.87,0.75,28.75,8.19,25
MOHAMMAD SHAMI,2021-05-02,0,37,12.33,0.97,31.49,8.86,1.0,22.5,6.94,0
